'android.permission.ACCESS_COARSE_LOCATION'>
'android.permission.SYSTEM_ALERT_WINDOW'>
'android.permission.REORDER_TASKS'>
'android.permission.INTERNET'>
'android.permission.ACCESS_NETWORK_STATE'>
'android.permission.READ_EXTERNAL_STORAGE'>
'android.permission.WRITE_EXTERNAL_STORAGE'>
'android.permission.ACCESS_WIFI_STATE'>
'android.permission.CAMERA'>
'android.permission.RECORD_AUDIO'>
'android.permission.FLASHLIGHT'>
'android.permission.WAKE_LOCK'>
'android.permission.READ_CONTACTS'>
'android.permission.VIBRATE'>
'android.permission.BLUETOOTH'
'com.zhiliaoapp.musically.permission.READ_ACCOUNT'>
'com.zhiliaoapp.musically.permission.WRITE_ACCOUNT'>
'com.android.launcher.permission.READ_SETTINGS'>
'android.permission.FOREGROUND_SERVICE'>
'com.zhiliaoapp.musically.push.permission.MESSAGE'>
'com.orange.update.permission.READ_ATTRIBUTION'>
'com.samsung.android.mapsagent.permission.READ_APP_INFO'>
'com.tiktok.preload.permission.IDENTIFY'>
'android.permission.SET_WALLPAPER'>
'com.sec.android.provider.badge.permission.READ'>
'com.sec.android.provider.badge.permission.WRITE'>
'com.zhiliao.musically.livewallpaper.permission.wallpaperplugin'>
'android.permission.CHANGE_NETWORK_STATE'>
'android.permission.BLUETOOTH_CONNECT'>
'android.permission.MODIFY_AUDIO_SETTINGS'>
'com.google.android.c2dm.permission.RECEIVE'>
'android.permission.RECEIVE_BOOT_COMPLETED'>
'com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE'>
'com.zhiliaoapp.musically.permission.RECEIVE_ADM_MESSAGE'>
'com.amazon.device.messaging.permission.RECEIVE'>
'com.android.vending.BILLING'>
'android.permission.CHANGE_WIFI_MULTICAST_STATE'>
